epoch,train_loss,val_loss
1,0.06266237644567377,0.07716094702482224
2,0.041182936124858405,0.06608692556619644
3,0.04280399247294381,0.06978224962949753
4,0.04240289224045617,0.0673174113035202
5,0.04017404413649014,0.06268788129091263
6,0.035756680582250865,0.05119191110134125
7,0.0311587466193097,0.03457235172390938
8,0.021776681588519187,0.036394648253917694
9,0.02352330425665492,0.021919796243309975
10,0.02050193523367246,0.026577286422252655
11,0.01828274627526601,0.02456948161125183
12,0.01899876445531845,0.020450817421078682
13,0.018349848731997468,0.020793581381440163
14,0.017636229372805075,0.020615598186850548
15,0.0173830698199925,0.018302882090210915
16,0.015669872319059714,0.020822204649448395
17,0.018534941731819084,0.016844240948557854
18,0.01898889500825178,0.018490292131900787
19,0.017589894877303214,0.019106293097138405
20,0.01909398012572811,0.020872807130217552
21,0.016349035581307753,0.025183752179145813
22,0.019180263348278544,0.0180074293166399
23,0.020433032752147744,0.024913376197218895
24,0.017303708674652234,0.018251480534672737
25,0.016037071788949624,0.020417070016264915
26,0.01779845321462268,0.014320448972284794
27,0.01632851952066024,0.016905954107642174
28,0.017756275034376552,0.019268693402409554
29,0.0168265269270965,0.015417964197695255
30,0.017912407139582292,0.017998022958636284
31,0.017053545275259586,0.016822949051856995
32,0.01849653394449325,0.021364597603678703
33,0.016418252140283585,0.01770186983048916
34,0.013791718431526706,0.01679529994726181
35,0.014745276199565047,0.016260908916592598
36,0.015238239474239804,0.015666699036955833
37,0.015424086446208614,0.015944400802254677
38,0.01766029896125907,0.01764834113419056
39,0.016539902781091985,0.014782738871872425
40,0.015887525775248094,0.016116630285978317
41,0.014727422302322728,0.014780774712562561
42,0.01475436178346475,0.015847239643335342
43,0.015170156512232054,0.015163538046181202
44,0.01626508824882053,0.01581611856818199
45,0.013862745082449345,0.015370484441518784
46,0.016005836693303927,0.01576884277164936
47,0.015841714594335782,0.017203355208039284
48,0.01652912768934454,0.015844983980059624
49,0.014724634499067352,0.01483912393450737
50,0.013654268213680812,0.014366398565471172
51,0.014342610546875568,0.01472319196909666
52,0.01459769443387077,0.015285772271454334
53,0.016825103644459022,0.015546363778412342
54,0.013926301284560136,0.015821412205696106
55,0.015719948070389882,0.014330960810184479
56,0.015598788236578306,0.01482487004250288
